Wall time,Step,Value
1507558949.1726205,11,0.0023475175257772207
1507558960.9944203,12,0.008609013631939888
1507558988.2204268,14,0.004707074724137783
1507559000.378406,15,0.0026520737446844578
1507559011.6762025,16,0.0020811192225664854
1507559027.269787,17,0.0019669171888381243
1507559039.3366024,18,0.0017709946259856224
1507559049.966823,19,0.0017342118080705404
1507559061.6518488,20,0.001705065369606018
1507559074.0059738,21,0.0014899044763296843
1507559084.9536974,22,0.001271915272809565
1507559095.5337484,23,0.0015455889515578747
1507559107.8388498,24,0.0016159965889528394
1507559119.9494457,25,0.0015467129414901137
1507559131.9574587,26,0.0014987176982685924
1507559145.521896,27,0.001554130925796926
1507559161.361793,28,0.0016245788428932428
1507559173.049482,29,0.0016280108829960227
1507559185.3245583,30,0.0016863918863236904
1507559198.663999,31,0.0019012191332876682
1507559212.3762467,32,0.0020312443375587463
1507559224.0497568,33,0.002175761852413416
1507559236.1102676,34,0.0022090207785367966
1507559249.575526,35,0.0026651122607290745
1507559264.2124772,36,0.003183502471074462
1507559276.3036666,37,0.003771222662180662
1507559288.187806,38,0.00411998201161623
1507559312.353625,40,0.003712313948199153
1507559324.5716834,41,0.0036629210226237774
1507559340.7887886,42,0.0038243483286350965
1507559357.1555712,43,0.003599571529775858
1507559372.5731025,44,0.0035196500830352306
1507559385.6683593,45,0.0038701719604432583
1507559410.5069127,47,0.0037326314486563206
1507559425.570338,48,0.003360130824148655
1507559438.763742,49,0.002987484447658062
1507559450.900112,50,0.0030468793120235205
1507559466.6158578,51,0.0029773975256830454
1507559494.245548,53,0.0031494409777224064
1507559510.7696846,54,0.00317602907307446
1507559528.4393969,55,0.0033075769897550344
1507559543.003677,56,0.0035041794180870056
1507559557.439553,57,0.0033204134088009596
1507559578.3018625,58,0.00332416663877666
1507559613.539791,60,0.003671148093417287
1507559630.2534375,61,0.0034399188589304686
1507559661.8240633,63,0.0034083640202879906
1507559682.8140235,64,0.0032853635493665934
1507559701.5089073,65,0.0034363584127277136
1507559719.8878896,66,0.0033025420270860195
1507559740.3057394,67,0.003257365431636572
1507559755.6716852,68,0.0031319542322307825
1507559790.4311945,70,0.0033071942161768675
1507559809.8483472,71,0.0033314351458102465
1507559828.7782772,72,0.0035408383700996637
1507559841.6555836,73,0.0036248741671442986
1507559859.2217581,74,0.0037475009448826313
1507559873.72162,75,0.0037743004504591227
1507559892.2361264,76,0.0038621609564870596
1507559914.209558,77,0.003688961500301957
1507559933.6584072,78,0.0038726693019270897
1507559949.9136267,79,0.003974475432187319
1507559969.6248066,80,0.0035475108306854963
1507560006.7473917,82,0.0034937597811222076
1507560024.8179796,83,0.003591663669794798
1507560043.5026572,84,0.0036039387341588736
1507560064.0495255,85,0.003453842829912901
1507560083.2457964,86,0.00351565214805305
1507560097.1729453,87,0.0035357261076569557
1507560113.1535707,88,0.0034555040765553713
1507560134.3430073,89,0.0036213966086506844
1507560150.2164736,90,0.0030946098268032074
1507560195.4882169,92,0.0034714452922344208
1507560215.3249867,93,0.0034697377122938633
1507560255.6607049,95,0.0033571256790310144
1507560281.7045317,96,0.0031612603925168514
1507560299.13164,97,0.0031977768521755934
1507560318.5132165,98,0.0034061733167618513
1507560336.8403249,99,0.003368560690432787
1507560357.8474467,100,0.00358669669367373
1507560374.9001946,101,0.0033484972082078457
1507560393.2702167,102,0.0036199698224663734
1507560415.334878,103,0.0035961931571364403
1507560437.300352,104,0.003574252361431718
1507560456.9500532,105,0.0036689818371087313
1507560475.7955668,106,0.003948414232581854
1507560495.481991,107,0.003937981557101011
1507560513.5589726,108,0.0034102131612598896
1507560562.9862597,110,0.0032049587462097406
1507560578.3271203,111,0.003502684412524104
1507560597.9942715,112,0.003289009677246213
1507560620.495557,113,0.0034001939930021763
1507560647.1032264,114,0.0036154924891889095
1507560666.8113098,115,0.003742095548659563
1507560688.368717,116,0.0034512190613895655
1507560715.4192746,117,0.0034001439344137907
1507560735.9698033,118,0.003420647233724594
1507560761.7249658,119,0.003317577764391899
1507560779.7563763,120,0.0033412068150937557
1507560805.5849276,121,0.0032049447763711214
1507560830.869981,122,0.003007461316883564
