Wall time,Step,Value
1507354419.1065145,12,0.11112015694379807
1507354432.6334796,13,0.1374122053384781
1507354465.0585601,15,0.18429897725582123
1507354482.381178,16,0.19651494920253754
1507354499.7798972,17,0.22318898141384125
1507354514.7793121,18,0.23541578650474548
1507354529.4696403,19,0.23956741392612457
1507354546.8211908,20,0.27117183804512024
1507354559.754945,21,0.22933270037174225
1507354572.5303404,22,0.2848733961582184
1507354585.5304024,23,0.2864557206630707
1507354600.6571922,24,0.2793618440628052
1507354614.8421595,25,0.29862305521965027
1507354626.9017062,26,0.2550569474697113
1507354640.127277,27,0.27182433009147644
1507354653.919576,28,0.3509121239185333
1507354671.2920766,29,0.33939409255981445
1507354688.777189,30,0.39097028970718384
1507354704.6226666,31,0.36797839403152466
1507354724.354036,32,0.4682033956050873
1507354739.2755513,33,0.39908063411712646
1507354754.6763566,34,0.43826329708099365
1507354770.9201875,35,0.42301708459854126
1507354788.8104675,36,0.47262024879455566
1507354813.3374927,37,0.6228072643280029
1507354829.0875075,38,0.5471649765968323
1507354846.7380304,39,0.6337601542472839
1507354882.9297621,41,0.6182228326797485
1507354898.6395092,42,0.7111076712608337
1507354915.9789388,43,0.7846907377243042
1507354934.264148,44,0.7518132925033569
1507354951.7240417,45,0.8090574145317078
1507354968.1244013,46,0.787813663482666
1507354985.1126823,47,0.8600476980209351
1507355001.9127455,48,0.8366587162017822
1507355020.34783,49,0.9389081597328186
1507355035.7595112,50,0.9434968829154968
1507355050.1790752,51,0.908422589302063
1507355067.7972558,52,0.9975399971008301
1507355102.2338958,54,1.0602335929870605
1507355116.9091752,55,0.9374839663505554
1507355132.857305,56,1.089781641960144
1507355150.2613454,57,1.053521990776062
1507355165.7465372,58,1.0758609771728516
1507355181.780673,59,1.153765082359314
1507355201.1311784,60,1.2261632680892944
1507355225.320408,61,1.29817795753479
1507355242.890624,62,1.2432076930999756
1507355263.340735,63,1.3157063722610474
1507355283.2808447,64,1.3246561288833618
1507355301.7716906,65,1.28401517868042
1507355322.3728056,66,1.3903870582580566
1507355342.7789688,67,1.3544529676437378
1507355367.2152214,68,1.5244622230529785
1507355389.457993,69,1.6114654541015625
1507355406.1918669,70,1.5204697847366333
1507355422.4367464,71,1.511696219444275
1507355443.2816668,72,1.5558562278747559
1507355465.8461092,73,1.6339094638824463
1507355484.553082,74,1.6658637523651123
1507355500.3011181,75,1.582134485244751
1507355516.2789254,76,1.556082844734192
1507355533.531327,77,1.5654903650283813
1507355552.363318,78,1.6697849035263062
1507355571.8745549,79,1.692919135093689
1507355591.113302,80,1.7300363779067993
1507355608.718131,81,1.750990629196167
1507355628.8889768,82,1.8208447694778442
1507355650.1824195,83,1.860283613204956
1507355665.486536,84,1.853617787361145
1507355689.5439174,85,2.0052192211151123
1507355709.7082398,86,2.0240204334259033
1507355730.5647743,87,1.969273328781128
1507355754.5267396,88,2.0520498752593994
1507355769.652837,89,1.9271483421325684
1507355786.6010733,90,2.071378707885742
1507355807.5448797,91,2.1438674926757812
1507355825.0409884,92,2.0684726238250732
1507355839.96837,93,2.1548891067504883
1507355858.1163852,94,2.1448912620544434
1507355880.2075925,95,2.18638014793396
1507355898.8700047,96,2.2558951377868652
1507355918.012037,97,2.1699211597442627
1507355940.7542517,98,2.221228837966919
1507355964.3878956,99,2.2825191020965576
1507355991.7519865,100,2.3724441528320312
1507356014.3576157,101,2.2729086875915527
1507356032.5283,102,2.3485100269317627
1507356051.2574813,103,2.3089258670806885
1507356072.723794,104,2.3245701789855957
1507356092.2601764,105,2.3254623413085938
1507356113.5492468,106,2.3717730045318604
1507356133.2934833,107,2.466097354888916
1507356162.170197,108,2.5582478046417236
1507356181.0052078,109,2.471674680709839
1507356204.332172,110,2.5137972831726074
1507356223.8411272,111,2.5286171436309814
1507356249.5259538,112,2.5116915702819824
1507356270.7176533,113,2.547438383102417
1507356292.0171034,114,2.5755021572113037
1507356315.573811,115,2.531977653503418
1507356338.5237012,116,2.6297593116760254
1507356358.3055527,117,2.5240697860717773
1507356384.3306215,118,2.5698540210723877
1507356408.7757218,119,2.6416051387786865
1507356431.4480748,120,2.6247572898864746
1507356453.128492,121,2.579007625579834
1507356480.6663108,122,2.650034189224243
1507356506.4576926,123,2.643947124481201
1507356526.5362213,124,2.5536396503448486
1507356551.5562584,125,2.5887386798858643
1507356574.754865,126,2.6840739250183105
1507356596.623556,127,2.7069008350372314
1507356619.911147,128,2.7343523502349854
1507356640.5016277,129,2.653956651687622
1507356667.9190133,130,2.7145588397979736
1507356694.6285346,131,2.6712145805358887
1507356716.094888,132,2.6705384254455566
1507356736.8780055,133,2.6140239238739014
1507356758.5654404,134,2.6299331188201904
1507356779.4963803,135,2.597925901412964
1507356797.418003,136,2.601320505142212
1507356824.8697188,137,2.692002534866333
1507356852.0128443,138,2.6843974590301514
1507356874.9057553,139,2.699218988418579
1507356919.8397799,141,2.7784581184387207
1507356945.769668,142,2.702507972717285
1507356969.34732,143,2.7787017822265625
1507357008.268337,144,2.719426393508911
1507357037.758241,145,2.7896175384521484
1507357060.8049057,146,2.7274374961853027
1507357095.4203763,147,2.741534471511841
1507357122.6254978,148,2.6482250690460205
1507357144.4018972,149,2.6711623668670654
1507357175.579276,150,2.6970834732055664
1507357203.7424915,151,2.6362953186035156
1507357235.1997614,152,2.625473737716675
1507357268.2237265,153,2.6775166988372803
1507357301.6414468,154,2.659125566482544
1507357335.0489666,155,2.6492300033569336
1507357380.2957177,156,2.692448854446411
1507357414.9776676,157,2.568851947784424
1507357436.2471685,158,2.5359036922454834
1507357469.0689063,159,2.5341293811798096
1507357489.8006604,160,2.488858938217163
1507357515.7365897,161,2.527495861053467
1507357541.829135,162,2.4568405151367188
1507357566.7183058,163,2.411109209060669
1507357627.2744267,165,2.3955395221710205
1507357654.8340597,166,2.3012728691101074
1507357681.159139,167,2.2977073192596436
1507357710.5351381,168,2.286561965942383
1507357742.7595623,169,2.2881155014038086
1507357783.0970635,170,2.2770984172821045
1507357815.9748518,171,2.2341368198394775
1507357847.1010833,172,2.2211413383483887
1507357886.6589594,173,2.1937415599823
1507357934.7653224,174,2.209209442138672
1507357969.3515532,175,2.1162328720092773
1507358012.1509254,176,2.0812039375305176
1507358046.994262,177,2.097930431365967
1507358096.6531677,178,2.067140579223633
1507358123.7322302,179,2.015807867050171
1507358158.6659513,180,1.9853016138076782
1507358202.8387969,181,1.9567192792892456
1507358241.145151,182,1.9675767421722412
1507358279.0268607,183,1.9658654928207397
1507358312.949422,184,1.9260010719299316
1507358360.7965157,185,1.9042614698410034
1507358393.3579342,186,1.8953783512115479
1507358421.9973812,187,1.8215152025222778
1507358443.664659,188,1.8675185441970825
1507358488.191863,189,1.8484869003295898
1507358529.612433,190,1.811890959739685
1507358573.4913754,191,1.7906339168548584
1507358608.8324773,192,1.7585768699645996
1507358649.3577995,193,1.7465211153030396
1507358696.729468,194,1.7682873010635376
1507358733.1422853,195,1.7007800340652466
1507358783.2361133,196,1.6953130960464478
1507358812.5121315,197,1.6059805154800415
1507358846.9781938,198,1.6106113195419312
1507358885.9729125,199,1.6231706142425537
1507358941.8847504,200,1.6271991729736328
1507358977.9921541,201,1.5877666473388672
1507359014.8563519,202,1.5853148698806763
1507359062.0914922,203,1.5704894065856934
1507359097.6574895,204,1.5666955709457397
1507359141.0252905,205,1.560454249382019
1507359167.928182,206,1.4859449863433838
1507359274.5222776,209,1.468838095664978
1507359304.9994075,210,1.4374054670333862
1507359344.1402228,211,1.4912465810775757
1507359377.392827,212,1.431088924407959
1507359404.2242727,213,1.418364405632019
1507359444.4092786,214,1.4129337072372437
1507359494.23722,215,1.439448356628418
1507359580.016677,217,1.3737322092056274
1507359620.2217102,218,1.3249874114990234
1507359648.0994825,219,1.285186529159546
1507359698.174441,220,1.3562507629394531
1507359733.780936,221,1.250360369682312
1507359836.263718,223,1.2572946548461914
1507359882.5609782,224,1.232275366783142
1507359930.1618426,225,1.2639281749725342
1507359979.546228,226,1.2359968423843384
1507360020.1833656,227,1.2281053066253662
1507360045.7060902,228,1.1826086044311523
1507360086.9581368,229,1.2264896631240845
1507360132.2414575,230,1.190446138381958
1507360158.2915573,231,1.26418137550354
1507360181.066658,232,1.2488054037094116
1507360202.417279,233,1.082480788230896
1507360247.228519,234,1.2575675249099731
1507360283.6327162,235,1.1422263383865356
1507360370.4173684,237,1.0802619457244873
1507360407.4743705,238,1.0288174152374268
1507360448.0240247,239,1.0339500904083252
1507360487.2667823,240,1.0909055471420288
1507360525.2091904,241,1.044416069984436
1507360557.0849752,242,1.0796335935592651
1507360597.455081,243,1.0569120645523071
1507360633.9841454,244,1.096285343170166
1507360667.063361,245,1.0365681648254395
1507360706.4488816,246,0.9959681034088135
1507360751.8206077,247,1.020243525505066
1507360798.4747567,248,1.101989507675171
1507360851.8950572,249,1.0050973892211914
1507360912.7541385,250,1.0435235500335693
1507360968.8078165,251,1.0024523735046387
1507361024.5573354,252,1.0615837574005127
1507361089.2969406,253,0.9866877198219299
1507361134.9641304,254,0.9978893995285034
1507361188.8036494,255,0.9569613337516785
1507361239.0516145,256,1.0109983682632446
1507361278.8576956,257,0.9799615144729614
1507361314.268095,258,1.060178279876709
1507361366.41406,259,1.0320556163787842
1507361408.1053734,260,1.002013921737671
1507361451.4285922,261,1.031312346458435
1507361489.5692177,262,1.0916290283203125
1507361538.62875,263,1.0159693956375122
1507361590.014573,264,1.0040040016174316
1507361626.4655132,265,1.0267726182937622
1507361676.8616176,266,1.0495328903198242
1507361713.1805212,267,1.1146312952041626
1507361770.781536,268,1.0536054372787476
1507361818.8272421,269,1.067474603652954
1507361875.5200987,270,0.9961472153663635
1507361918.3024151,271,1.1132932901382446
1507361960.8916576,272,1.115012288093567
1507362000.9229312,273,1.1869690418243408
1507362039.226549,274,1.182112693786621
1507362086.0737085,275,1.1188511848449707
1507362131.3691866,276,1.1437861919403076
1507362180.5873094,277,1.1379450559616089
1507362257.8546607,279,1.2416850328445435
1507362296.749809,280,1.2329115867614746
1507362335.015746,281,1.211021065711975
1507362393.475687,282,1.0766384601593018
1507362432.7646925,283,1.1752325296401978
1507362480.6713545,284,1.156553864479065
1507362527.330454,285,1.1050719022750854
1507362562.9439564,286,1.2753657102584839
1507362597.3860216,287,1.3015127182006836
1507362628.7053137,288,1.3341012001037598
